TICID,RA,Dec,Tmag,Keywords
5205367,269.5289,15.1398,6.68,G022062;G022038;G022173;G022103
7849727,275.4096,42.1687,10.0,G022062
7851729,275.2582,44.6452,10.98,G022062
7854182,275.5485,47.568999999999996,9.06,G022062
8268417,278.8801,21.0742,8.44,G022062
8462730,279.1542,22.1075,6.73,G022063;G022062
9473243,258.3974,30.71,10.56,G022062
9825731,260.9332,31.2986,11.14,G022062
10393493,267.7361,33.5458,12.11,G022062
18269802,264.8357,35.7028,10.71,G022062
18271803,264.9034,32.9464,9.54,G022062;G022208
18433724,265.9725,31.53,11.55,G022062
18534775,266.3003,33.4526,11.17,G022062
18566969,266.7691,29.8979,11.94,G022062
18636142,266.8689,32.3574,10.64,G022062
21126323,274.9242,50.1773,10.99,G022062
21179665,275.938,51.6496,8.19,G022062;G022171
22129510,269.5206,32.6479,6.23,G022062
28569621,282.5073,33.1373,10.06,G022062;G022109;G022148
39576803,263.931,30.6429,10.51,G022062
47626069,278.7917,51.888000000000005,10.83,G022062;G022208
47734464,279.7132,52.3443,7.01,G022062
48031665,282.0004,48.5423,9.07,G022062
48084398,281.8734,49.431999999999995,6.84,G022062
48189126,282.6142,48.02,11.41,G022062
48353358,283.6282,48.3907,12.1,G022053;G022062;G022238
48356677,283.7231,51.3088,7.42,G022062
48418928,284.0266,49.4153,10.57,G022062
48499902,284.7577,52.4682,11.64,G022062;G022204
48507019,285.2162,49.0894,9.81,G022062;G022204
68343424,280.3181,30.2944,6.21,G022062
82601616,256.0839,39.483000000000004,10.55,G022062
85585153,258.678,39.3242,11.09,G022062
85600400,259.2083,38.3664,11.8,G022062
88876639,263.0826,37.7373,9.59,G022062
101645013,259.5178,41.843999999999994,10.6,G022062
101675455,259.6518,41.8881,7.84,G022062
101719607,259.9018,40.925,11.33,G022062;G022208
101720220,260.0997,41.2537,10.99,G022062
101767283,260.4275,40.9066,9.61,G022062
101833439,261.1762,38.0351,7.39,G022062
115521808,254.0188,47.371,6.75,G022062
115971584,266.0442,40.2808,10.29,G022062;G022208
116101486,266.9939,39.9815,7.42,G022062
116161302,267.4711,37.1444,11.37,G022062
116163356,267.5866,37.75,11.86,G022062
120251815,284.3521,40.7147,11.19,G022062
120258315,284.5079,38.2662,5.98,G022062;G022171;G022133;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
120315082,284.6231,39.1824,9.85,G022062
120317590,284.5855,41.0096,11.36,G022062;G022204
120319930,284.7599,41.0434,10.21,G022062
120420369,284.9916,41.4334,11.51,G022062
120499528,285.4108,39.0411,11.85,G022062
120573201,285.5921,39.2062,11.56,G022062
120576722,285.5196,41.55,11.16,G022062
120578214,285.6587,41.3143,11.43,G022062
120626764,285.7275,39.8413,11.82,G022062
122891349,278.4003,46.5947,10.81,G022062;G022208
123038007,279.1171,45.9398,11.64,G022062
123198156,280.7721,44.1887,10.51,G022062
123201406,280.9439,42.8391,11.16,G022062
123201494,280.9024,42.9356,11.86,G022062
123231081,281.1123,43.2278,11.53,G022062;G022053
123310053,281.2739,47.7744,10.34,G022062
123311124,281.3916,46.4736,11.46,G022062
123357793,281.4813,47.1228,9.5,G022062
123357864,281.4824,47.2078,10.85,G022053;G022062
123357952,281.4873,47.3195,11.71,G022062
123409994,281.8825,43.3003,10.71,G022062
123416563,282.1832,43.7064,11.87,G022062
123417161,282.1288,44.3029,11.49,G022062
123444976,282.1949,46.5229,9.62,G022062
123447592,282.3012,46.5162,12.0,G022062;G022053
123492200,282.5529,45.5956,11.9,G022062
135443051,271.457,21.4457,6.43,G022062;G022173
137505701,134.594,78.1457,7.02,G022062
140627676,70.6923,72.9782,8.1,G022062
153891668,129.607,76.9245,9.91,G022062
154664604,258.4911,16.3499,8.1,G022062
156255208,259.2693,14.6808,7.76,G022062
157420463,264.6199,36.1503,11.75,G022062
157448336,264.8554,36.7831,12.18,G022062
157889314,280.6341,37.9262,11.34,G022062
158113583,286.0085,45.3561,11.3,G022062
158173344,286.0572,45.9494,11.31,G022062
158218818,286.4997,43.1304,12.12,G022062
158272742,286.556,46.9573,11.05,G022062
158276780,286.6433,43.4598,11.54,G022062
158321712,286.7491,46.538999999999994,9.18,G022062
158324163,286.9557,46.9366,9.4,G022062
158324245,286.9712,46.8683,9.57,G022197;G022062;G022053
158324531,286.8598,46.6255,11.93,G022062
158393140,287.1531,45.9838,11.88,G022062
158417251,287.2816,45.6827,11.88,G022062
158491132,287.6039,46.4129,10.48,G022062
158491288,287.6318,46.2987,11.99,G022062;G022204
158491422,287.6375,46.2045,9.98,G022062
158561566,287.7088,47.3331,11.64,G022197;G022053;G022062
159510983,248.0691,77.9035,11.55,G022062;G022208
160472514,237.706,72.2112,9.38,G022062;G022173;G022208
164375251,265.4624,47.8512,11.42,G022062
164413080,283.0122,42.7213,10.58,G022062
164415700,283.087,45.3904,11.87,G022062
164458426,283.1663,45.4031,11.87,G022156;G022062
164458714,283.1512,45.1402,9.03,G022062;G022053
164461124,283.16900000000004,42.7921,11.11,G022253;G022062
164463075,283.2592,42.8455,11.52,G022062
164524541,283.38599999999997,47.43600000000001,11.49,G022062
164527695,283.4532,45.0841,11.39,G022062;G022053
164527723,283.4699,45.0525,11.33,G022156;G022253;G022062
164552564,283.6073,43.0041,10.84,G022062
164557531,283.7665,47.8191,10.54,G022062;G022208
164558055,283.8515,47.2439,11.66,G022062
164558072,283.8663,47.2283,10.51,G022062
164646288,283.9097,42.131,10.5,G022062
164674435,284.355,42.1026,6.8,G022062
164674992,284.3137,42.6009,11.06,G022062
164677806,284.3976,45.1289,11.26,G022062
164726308,284.4955,44.9879,7.99,G022062
164781045,284.7045,46.3787,11.82,G022062
164781116,284.5937,46.4497,11.3,G022062;G022053
164782264,284.6694,47.5776,11.5,G022062
164784369,284.8385,46.1989,10.62,G022062
164784457,284.8071,46.0979,12.0,G022062
164833847,284.9397,47.3353,11.85,G022062
164835943,285.0776,46.4197,9.86,G022062
164883253,285.0947,44.6663,11.48,G022062
164884235,285.1829,43.831,10.22,G022062;G022053
165509120,259.6658,16.2832,6.7,G022062
165618747,260.0325,13.665999999999999,11.43,G022062
180770456,272.6006,33.4032,9.1,G022173;G022062;G022208
188766090,261.1053,49.6438,9.01,G022062
188767945,261.2845,53.1332,7.22,G022062
193580427,265.846,47.8616,11.92,G022062
193602730,266.0315,44.0811,7.36,G022062
193604411,266.1241,42.9808,11.53,G022062
193627658,266.5626,45.3922,11.06,G022062
193634910,266.7834,47.6123,6.41,G022062
193635719,266.9327,46.5421,11.96,G022062
193636237,266.9356,45.5767,11.9,G022062
193728983,267.9251,47.9751,11.58,G022062
193770329,268.1628,43.8249,11.9,G022062
193774939,268.3031,43.773,9.86,G022062
193819456,268.8645,44.1151,11.14,G022062;G022208
193823999,268.8994,43.8056,11.86,G022062
198242678,249.7668,60.6993,7.89,G022062;G022173;G022103
198279946,250.2761,62.308,6.78,G022135;G022062
198280388,250.2744,60.6062,11.28,G022062
198354348,255.9706,57.3654,10.24,G022003;G022062
198354443,256.1297,57.0727,11.39,G022062
198366673,257.244,55.8949,11.75,G022062;G022208
198386704,257.9775,57.9679,6.67,G022062
198388252,258.1954,57.0527,11.64,G022062
198408416,258.9132,58.8646,12.08,G022062
198410119,258.9668,53.9908,11.05,G022062;G022208
198410462,259.2014,54.7708,11.21,G022062
198416591,260.092,57.9739,8.3,G022062
198418712,260.8445,57.0118,6.25,G022062;G022223
198457457,261.8349,56.3751,9.4,G022062;G022208
198560607,255.3409,42.1637,8.96,G022062
198562505,255.6527,47.0867,6.09,G022200;G022052;G022080;G022053;G022062
199574208,248.57299999999998,57.169,10.16,G022227;G022076;G022062;G022039;G022145;G022240;G022069
199610180,249.044,57.3217,8.13,G022062
199661829,251.2555,57.1129,11.79,G022062
199662929,251.4096,54.5256,10.54,G022062
199663151,251.4088,55.3136,6.59,G022062
199688409,253.0515,57.7255,12.05,G022062
199709055,253.5448,56.3649,11.9,G022062
199715197,254.4675,54.7149,12.09,G022062;G022208
199716496,254.391,59.5313,10.64,G022062
219109908,271.3763,69.7542,10.23,G022062
219750638,261.1125,64.2068,9.95,G022062
219859691,257.819,69.5032,9.05,G022030;G022062
219900027,263.8386,68.6387,11.2,G022062
224605072,255.5992,58.8699,11.43,G022062
229585542,271.5271,72.5847,10.02,G022062
229687624,262.9887,57.1784,8.98,G022062
229751802,280.8019,69.9322,9.02,G022062
229776076,282.7475,69.8828,9.35,G022030;G022062
229793060,284.7193,69.5314,6.62,G022135;G022062
229913521,287.4277,64.8589,9.91,G022062
229944718,288.1841,62.2707,10.37,G022062
230233157,259.69599999999997,20.2419,11.49,G022062
232629077,268.981,56.036,8.04,G022062
232634196,269.4385,56.1961,9.92,G022062
232637164,281.123,56.7791,7.89,G022062
233005602,242.3963,70.32600000000001,10.88,G022062;G022208
233043818,259.6034,22.4808,11.65,G022062
233207585,266.0012,70.2594,10.2,G022062
233208885,266.3517,69.3062,11.33,G022062
233233639,267.2584,67.4366,11.45,G022062
233532554,280.4475,62.6764,9.6,G022062
233539736,281.0183,60.7701,10.48,G022135;G022062
233544995,281.401,62.7624,11.67,G022062;G022208
233679640,260.3366,60.0582,10.88,G022062
237130278,277.8058,52.7854,11.01,G022062;G022208
237215017,294.7803,76.4228,7.24,G022062
237277760,299.1197,73.6159,8.7,G022062;G022208
237278994,299.6589,72.2383,10.18,G022062;G022208
243319567,289.7004,55.5945,10.9,G022062
243352373,290.2687,56.3285,10.23,G022062;G022208
243352809,290.4019,56.843,11.34,G022062
256298934,276.4872,68.9619,11.26,G022062
257002707,223.93200000000002,76.3064,8.35,G022062
257023157,225.2483,73.0534,7.67,G022062;G022103
257458670,257.9503,26.6211,7.88,G022062
258203303,282.9791,40.7844,11.67,G022062;G022053
258203378,282.9722,40.7271,11.39,G022062
258351350,296.5108,69.9193,7.93,G022062
258773798,286.1776,66.3019,11.36,G022062
259126645,291.4795,68.9355,9.1,G022062
263930790,276.7499,53.0622,10.44,G022062
263968694,288.5297,78.2664,11.97,G022062
267666834,284.5681,49.7795,11.01,G022062
269697721,301.6155,70.6597,7.68,G022062
270215222,262.0138,43.6899,11.69,G022062
270257225,262.3783,46.3554,7.83,G022062
270320764,263.243,44.1797,8.76,G022062
272650576,233.2397,70.7043,8.88,G022062
274509791,254.0756,52.6984,7.03,G022062
274599035,255.2551,49.3878,11.07,G022062
274676647,256.2878,49.2089,11.28,G022062;G022208
274969703,257.7497,46.2891,10.46,G022062
280033934,297.5902,70.288,10.52,G022062
284364590,290.7668,56.1347,10.4,G022062;G022103
284890361,260.4364,54.5592,11.66,G022232;G022062;G022208
285392907,272.8869,23.9202,9.8,G022003;G022062
286338346,260.3848,29.8625,11.58,G022062;G022208
286380389,260.7404,29.3452,8.54,G022062;G022208
287321618,263.8851,23.1751,10.48,G022062
288391801,267.2346,78.1229,11.41,G022062
288882010,276.6051,41.3374,10.31,G022062;G022208
289166536,277.5686,41.0856,11.02,G022062
289370888,278.068,41.8461,11.85,G022062
289379110,278.315,37.7535,11.07,G022062
289722957,274.1804,53.2465,11.51,G022062
298498697,263.3666,26.9298,10.69,G022062
298541138,261.7472,24.6966,11.34,G022062
298544913,267.4652,23.4686,9.28,G022003;G022062
298598960,271.9596,51.4671,12.03,G022062
298666271,278.3516,58.7066,8.77,G022062
298734307,278.6094,57.8018,7.21,G022062
298785446,287.808,49.3781,10.83,G022062
298896336,288.1009,50.0337,10.0,G022062;G022053
298967445,288.5069,49.0949,9.95,G022062;G022208
299091036,288.8285,52.4933,10.65,G022062;G022208
299096355,289.0759,51.7572,10.94,G022243;G022253;G022062;G022053;G022204
299160301,289.1854,50.6466,8.8,G022062
308405534,268.1342,27.1935,7.03,G022062;G022223
311431771,264.217,23.8055,10.62,G022062
312865025,126.4656,77.2185,9.4,G022062
313611753,261.1267,29.1138,11.28,G022062
313993524,273.2475,28.2582,7.56,G022080;G022062;G022171
316633520,263.7627,24.563000000000002,11.54,G022062;G022204
323143096,322.1174,76.4034,7.24,G022062
329246824,263.8847,57.8026,11.03,G022062
329248002,263.8179,55.0034,8.8,G022062
333057755,275.0758,21.0736,7.76,G022062
333870949,309.3476,75.6037,6.76,G022062
336208030,281.2776,40.1865,10.8,G022062
336410894,281.9216,35.9907,11.36,G022062
336485975,281.2955,28.6859,9.4,G022238;G022062
342010156,269.6605,22.1462,8.73,G022173;G022062;G022103
350987976,283.7775,40.842,9.78,G022062
352010858,285.6098,43.2054,10.3,G022062
352011875,285.6729,44.1168,11.8,G022062;G022053
352012002,285.6162,44.2156,11.79,G022062
352015343,285.5426,47.2875,7.21,G022062
352979549,310.8266,72.3751,10.84,G022062
353854078,271.1411,58.3985,9.83,G022062
353939279,272.315,58.0175,9.37,G022062
356064345,257.8764,23.2367,11.69,G022062
356150515,266.4807,52.6346,11.55,G022062
356192212,259.1751,21.3849,10.35,G022062
356198153,266.883,50.9425,11.8,G022062
356199330,266.9145,53.821999999999996,10.16,G022062
356240274,267.7113,50.0472,11.75,G022062
356340346,268.3646,52.3855,8.15,G022062
356896550,273.1198,54.7815,9.88,G022062
356896561,273.1708,54.7685,9.15,G022062
356920361,273.6707,56.5884,6.31,G022062
358517121,283.3593,24.278000000000002,8.46,G022062
359313470,267.9367,56.1202,6.83,G022062
359390362,261.9222,27.7509,11.37,G022062
359634548,280.7345,55.4515,6.61,G022062
363766517,265.8144,21.6056,6.73,G022080;G022062
