TICID,RA,Dec,Tmag,Keywords
101354483,300.2808,-49.8055,12.49,G03274
128706893,299.435,-45.8103,13.84,G03274
128797629,300.3198,-42.6636,13.34,G03274
128968044,301.2914,-42.5249,15.26,G03274
129078199,301.9806,-42.0917,11.32,G03228;G03274
129138718,302.4652,-47.5282,11.71,G03228;G03274
129141280,302.5748,-44.8306,13.52,G03274
129279111,303.6001,-47.4428,13.34,G03274
143397764,294.2348,-45.853,10.89,G03274
158230634,287.3372,-48.5422,13.38,G03274
158237409,287.5359,-51.858,12.37,G03274
166283631,295.7392,-49.3552,12.34,G03274
166348393,297.8786,-50.9318,12.59,G03274
166464026,298.7604,-49.5146,13.24,G03274
200230413,288.1642,-50.2718,11.98,G03274
254191473,287.6448,-41.5667,11.43,G03274
254191476,287.6409,-41.5506,15.65,G03274
254267645,288.7495,-41.6041,13.38,G03274
261283885,292.4059,-43.7421,11.62,G03274
291193946,294.1364,-49.9666,12.51,G03274
291195335,294.1412,-48.281,12.85,G03274
300213340,297.9002,-40.4236,11.29,G03274;G03052
300282484,298.2189,-40.7286,13.71,G03274
300354529,298.2584,-41.0384,13.47,G03274
300355753,298.4387,-41.3727,13.65,G03274
355132452,299.2412,-42.2789,14.38,G03274
355272540,296.9944,-50.8089,14.85,G03274
355335323,297.1194,-51.0291,14.19,G03274
369953269,295.4715,-46.0421,10.37,G03274
370077616,296.328,-49.083,15.08,G03274
404030766,291.8797,-48.5667,10.81,G03274
406232160,292.972,-48.5672,12.4,G03274
406234265,293.0135,-50.701,14.72,G03274
424841725,291.2482,-49.7486,13.26,G03274
424913827,292.6676,-49.8745,11.61,G03274
425717549,289.6193,-45.9113,13.14,G03274
425762121,292.1136,-46.2345,12.5,G03274
441290377,295.6253,-41.2531,14.4,G03274
61334091,287.5983,-43.6465,13.72,G03274
61383924,287.7674,-47.6551,11.89,G03274
61518365,288.2001,-45.4757,13.72,G03274
61958520,289.95,-42.1937,11.41,G03274
62020444,290.2053,-45.5748,9.39,G03250;G03227;G03274;20SECONDTARGET
62118520,290.6823,-43.3234,10.71,G03274
62229007,291.1811,-42.593,12.35,G03274
62301042,291.4774,-43.6255,13.12,G03274
62301521,291.5346,-43.1887,13.78,G03274
79661385,295.7234,-44.1085,10.98,G03274
79952399,297.2686,-45.9525,12.64,G03274
79958093,297.3819,-42.3046,12.99,G03274
80012697,297.584,-43.4513,11.89,G03274;G03052
80091347,298.237,-43.3135,13.5,G03274
80166567,298.3655,-46.1916,12.03,G03274
80202549,298.4994,-47.8164,10.45,G03272;G03228;G03274
100411133,308.0833,-49.8389,14.23,G03274
100504104,308.6092,-48.8444,12.73,G03274
100606049,309.6591,-49.3286,12.69,G03274
114919247,314.9178,-40.2419,10.85,G03274
114953216,315.2686,-41.244,11.67,G03228;G03274
114985772,315.2317,-41.5303,11.11,G03228;G03274
126638950,314.9157,-43.7421,13.81,G03274
126640157,314.7976,-46.2566,12.93,G03274
126704908,315.5559,-47.1372,12.88,G03274
126746058,315.7521,-46.7267,14.29,G03274
126762174,316.0721,-42.8099,14.4,G03274
126891100,317.7597,-41.9786,11.79,G03274
126910743,317.9582,-43.6176,9.89,G03272;G03228;G03274
129480683,304.9647,-46.3971,12.25,G03274
139054662,306.7803,-44.3607,11.73,G03274
159731901,318.8747,-41.089,14.7,G03274
200645542,320.573,-45.7753,11.37,G03274
290360504,305.5489,-39.7475,14.32,G03274
