# TESS Program G04103

Title: A Survey Of Oscillations And Granulation In Evolved Solar-Type Stars

PI: Huber, Daniel - University Of Hawaii (Manoa)

Type: LARGE

Summary: Brightness variations in high-precision light curves encode powerful information about fundamental properties and convective processes in solar-type stars through oscillations and granulation. However, the current sample of stars with detected oscillations and granulation is focused on the Kepler field, and prime mission TESS data do not provide sufficient time coverage to make precise measurements. Here we propose 2-minute cadence observations to measure oscillations and granulation in evolved solar-type stars, which will enable us to (i) probe the efficiency of convective driving and damping of oscillations, (ii) test stellar models by constraining convective properties such as mixing length parameter and (iii) calibrate granulation metrics for TESS stars.


# Sector 040 targets observed (2 min: 3486, 20 s: 3)
255720885,283.472,22.9716,8.51,G04103
264940644,292.3995,17.5845,7.99,G04103
276897702,292.7099,17.2609,8.16,G04103
278510312,285.1054,19.5868,9.73,G04103
278721356,286.1526,22.09,7.74,G04103
278974153,290.0216,20.4637,10.07,G04103
282343651,285.3788,18.2548,8.78,G04103
282438302,285.4713,19.1701,7.25,G04103
282538681,286.1094,22.6646,7.92,G04103
284827826,293.023,25.5966,6.41,G04103
284828101,293.0608,25.5646,9.83,G04103
284987730,295.7799,24.5963,6.31,G04103
300126535,289.9272,17.6704,9.95,G04103
305943739,295.4687,23.377,7.95,G04103
314984379,285.6706,21.7584,8.29,G04103
315109684,285.6887,19.1165,9.54,G04103
315110409,285.693,19.0029,8.58,G04103
315897965,288.6987,15.2487,9.66,G04103
330503485,284.9266,16.2518,6.61,G04103
339948451,284.3457,17.6741,9.24,G04103
342146197,295.6425,16.4435,8.73,G04103
345533033,284.7464,23.0498,9.62,G04103
347319549,284.7745,18.1679,8.68,G04103
350263712,284.1922,21.3238,9.49,G04103
350493461,284.2603,22.8084,7.7,G04103
350785774,284.5672,20.8162,10.74,G04103
350790619,284.5057,22.5138,9.03,G04103
350793922,284.5808,23.7974,9.81,G04103
350794042,284.576,23.8448,7.71,G04103
351165656,287.015,21.6994,5.83,G04103
351833222,288.0501,20.9727,9.88,G04103
351975713,287.9442,18.0877,7.24,G04103
352088207,288.2592,19.139,8.73,G04103
352100297,288.2187,21.0813,10.91,G04103
352587633,288.5655,19.0639,7.38,G04103
352599897,288.5318,20.0802,8.43,G04103
352857072,288.6097,21.6485,9.81,G04103
353010493,288.582,19.3877,9.85,G04103
353270906,288.7296,21.549,9.8,G04103
353425421,285.0432,15.1119,10.48,G04103
353709154,285.1443,14.6804,7.84,G04103
353913226,289.0786,23.7469,7.96,G04103
354065674,289.2025,18.9759,6.5,G04103
354506881,285.4038,17.7544,10.69,G04103
354582008,289.4617,21.5211,9.09,G04103
354861481,289.4912,20.1925,7.78,G04103
355106145,289.6572,23.8565,8.21,G04103
355251001,289.7113,20.4224,9.89,G04103
355611772,292.6326,16.8012,7.68,G04103
355716994,285.9578,16.5152,10.41,G04103
356270290,286.162,16.2371,10.65,G04103
357428840,290.2499,19.1459,6.57,G04103
357437517,290.2261,18.1683,8.34,G04209;G04103
358696780,283.6184,24.343,10.7,G04103
358885880,291.0756,20.5308,8.16,G04103
359322498,291.2377,22.241,10.65,G04103
359613187,291.5946,21.6101,9.89,G04103
359743791,291.5791,23.6727,10.26,G04103
359815796,295.7745,20.2801,9.79,G04103
359878822,291.6721,22.7077,9.08,G04103
360059677,295.7405,23.1926,8.23,G04103
362320158,294.7416,19.2364,9.2,G04103
368545386,291.839,20.5291,10.21,G04103
369316494,292.0503,18.9173,7.18,G04103
369698082,292.2144,22.6612,9.35,G04103
371171306,292.7168,21.1952,8.54,G04103
371914279,293.0033,21.8767,9.86,G04103
372142272,293.1101,23.2456,7.69,G04103
373225671,293.3159,19.2336,9.31,G04103
373604147,293.4361,22.5468,10.34,G04103
373604661,293.4777,22.5675,8.83,G04103
375023248,293.9794,19.4166,10.02,G04103
375538387,294.0547,19.9809,9.95,G04103
376436238,294.3085,19.3791,9.98,G04103
376567942,294.4616,18.3543,10.12,G04103
378064006,295.2801,20.1375,8.17,G04103
378423305,295.3578,22.1645,10.3,G04103
378427266,295.368,21.7096,10.19,G04103
378433045,295.3949,21.0698,8.4,G04103
384219674,286.5759,18.0182,9.61,G04103
384412255,286.746,22.8058,10.9,G04103
384414787,286.7208,22.172,7.01,G04103
384491264,286.6734,20.8675,9.64,G04103
384620975,286.8501,19.0234,10.08,G04123;G04103
385189307,289.9116,23.3511,8.95,G04103
385294378,290.4432,23.4611,8.13,G04103
385369992,290.3927,20.6684,9.34,G04103
385783432,290.5719,23.3269,10.22,G04103
390342126,286.7999,25.6419,10.14,G04103
390426553,287.1009,25.9338,10.95,G04103
394529826,286.9161,15.509,7.72,G04103
394647304,286.9892,16.8516,5.45,G04103
395049300,287.1673,16.8507,6.19,G04103
395152184,287.3107,17.3529,9.94,G04103
396178419,287.6309,16.2925,8.62,G04103
397407682,288.1506,16.3052,8.79,G04103
397465064,284.884,23.536,9.78,G04103
397471374,284.9933,21.6519,10.11,G04103
397503673,288.2969,16.6349,9.06,G04103
401091071,289.1536,15.3516,8.04,G04103
401104425,289.1623,16.6676,8.77,G04103
403178392,288.0779,23.9778,9.59,G04103
403188299,288.1593,26.4345,8.92,G04103
403663816,288.9118,25.7295,8.7,G04103
403663926,288.8787,25.7536,8.59,G04103
403860742,288.9738,24.1586,9.18,G04103
407181238,287.5942,23.9775,10.72,G04103
416356719,287.2994,25.3171,7.55,G04103
420223279,287.0066,25.43,9.13,G04103
420223526,287.0688,25.3743,6.96,G04103
423560521,294.8625,23.88,8.88,G04103
451777061,286.8953,24.6808,8.84,G04103
471012031,286.0415,17.5566,6.46,G04103
67965600,291.376,17.0734,8.81,G04103
68459047,291.621,16.5987,9.73,G04103
68979554,291.7406,16.7699,9.6,G04103
69073005,291.8343,17.6406,10.63,G04103
69733347,292.0265,16.4776,9.34,G04103
69930592,292.0937,16.2883,8.62,G04103
73883698,294.9037,16.5061,10.09,G04103
89554667,289.9273,26.6227,10.04,G04103
89764807,290.0312,26.6446,6.89,G04103
89845711,290.2009,25.1231,9.61,G04103
90283512,290.4191,26.6353,7.31,G04103
90697024,290.697,25.3266,8.21,G04103
9079673,287.2267,18.6111,8.05,G04103
9181710,287.2586,20.7845,10.74,G04103
9307608,287.3518,23.1585,9.79,G04103
93308239,293.4407,15.4663,10.12,G04103
9417449,287.3913,20.2571,8.78,G04103
94908697,294.0961,15.8927,6.63,G04103
95391196,294.278,16.9342,10.75,G04103
9775441,287.5684,23.6202,10.02,G04103
229400344,292.4448,62.1644,9.56,G04103
229409655,292.9351,60.8636,7.73,G04103
229409984,292.8534,60.509,10.7,G04103
229411115,293.1608,60.7674,11.23,G04103
229411621,293.0733,61.4037,9.82,G04103
229437782,293.4471,60.9611,10.38,G04103
229439300,293.6427,60.7578,10.23,G04103
229455040,294.3839,60.8353,11.33,G04103
229495661,296.594,60.5831,10.11,G04103
229909500,287.2955,59.8801,11.61,G04103
229909568,287.2379,60.0384,10.69,G04103
229909839,287.3469,60.4822,9.53,G04103
229910145,287.4137,60.9495,10.66,G04103
229910234,287.4042,61.0645,9.89,G04103
229937160,287.8989,62.3489,10.03,G04103
229941504,287.9967,62.0796,9.12,G04103
229943234,288.2194,60.224,9.99,G04103
229951312,288.6793,60.6866,9.9,G04103
229959155,289.2245,60.5916,8.9,G04103
229965957,289.4937,61.1212,10.58,G04103
229968364,289.6372,61.736,10.45,G04103
229974378,290.0556,61.4046,9.27,G04103
229974584,289.9438,61.1408,10.21,G04103
230000636,290.5287,60.3808,10.63,G04103
230000873,290.5564,60.1304,8.98,G04103
230001299,290.6184,60.2019,10.52,G04103
230007928,291.0102,62.2281,10.5,G04103
230008518,290.9382,61.501,9.75,G04103
230011374,291.1345,61.8335,10.81,G04103
230017325,291.4691,61.7761,10.38,G04242;G04103;G04039
230017954,291.3529,60.9751,9.46,G04103
230018065,291.3226,60.8427,10.78,G04103
230018187,291.3616,60.7178,9.67,G04103
230028174,292.1216,60.0438,9.88,G04103
230376817,285.0518,61.4237,7.83,G04103
230377295,285.0554,60.6186,11.37,G04103
230377874,285.414,60.23,9.21,G04103
230378284,285.3115,60.8781,8.17,G04103
230378457,285.3044,61.2064,9.58,G04103
230378747,285.3239,61.7393,9.02,G04103
230383836,285.6343,60.1185,9.33,G04103
230384444,285.8046,60.6758,9.85,G04103
230385456,285.7758,62.4178,10.85,G04103
230396142,286.6048,62.0967,9.72,G04103
230396148,286.5349,62.0894,10.79,G04103
232637164,281.123,56.7791,7.89,G04103
232637510,281.1293,57.2858,7.17,G04103
232637743,281.3081,57.6299,10.01,G04103
232641326,281.4492,56.3817,11.58,G04195;G04231;G04023;G04242;G04039;G04103
232644915,281.7333,56.5062,10.19,G04103
232645170,281.7238,56.8828,9.58,G04103
232645983,281.698,58.1477,10.07,G04103
232646673,281.7363,59.3314,8.04,G04103
232646723,281.6858,59.3952,10.14,G04103
232648817,281.9145,57.1362,9.71,G04103
232650480,281.894,54.7729,10.41,G04103
232674968,282.335,59.2778,10.54,G04103
232676412,282.1497,56.9794,10.53,G04103
232676547,282.2434,56.7674,9.41,G04103
232681225,282.5385,57.5767,10.03,G04103
232681588,282.3621,58.1856,10.51,G04103
233131663,274.541,60.8312,10.29,G04103
233155421,274.8103,60.84,9.78,G04103
233156189,274.9397,60.3986,11.41,G04103
233526869,279.9504,61.7336,8.33,G04103
233528765,280.357,61.489,11.21,G04103
233533303,280.4745,61.3596,10.2,G04103
233533479,280.5612,61.0509,10.99,G04103
233533506,280.498,60.983,11.21,G04103
233534117,280.4924,59.9677,10.83,G04103
233535182,280.7856,61.7859,8.72,G04103
233539924,280.9173,60.4941,10.74,G04103
233540578,281.2721,60.4226,9.43,G04103
233545767,281.5473,61.3905,9.75,G04103
233548004,281.7823,62.1764,11.37,G04103
233572782,281.931,60.0983,11.37,G04103
233574185,282.152,62.054,9.81,G04103
233580868,282.6174,62.2656,11.09,G04103
233605441,282.9321,62.3823,10.47,G04103
233606339,282.8587,60.884,8.53,G04103
233606647,282.9088,60.4339,7.82,G04103
233607163,283.2634,60.2099,10.77,G04103
233607727,283.2911,61.076,10.8,G04103
233613489,283.3313,60.4222,10.63,G04103
233613892,283.7212,60.0893,10.01,G04103
233614988,283.5576,61.8951,11.71,G04103
233619078,283.9404,62.283,11.32,G04103
233619917,283.8312,60.9234,9.64,G04209;G04103
233627238,284.4136,59.9897,10.09,G04103
233627309,284.5485,59.9871,10.99,G04103
233628452,284.7034,61.8023,11.3,G04103
233688441,275.3546,61.6046,10.47,G04133;G04103
233691875,275.6982,61.7096,9.85,G04103
233692091,275.7668,61.2499,11.23,G04103
233692094,275.58,61.2479,10.91,G04103
233692576,275.707,60.2947,10.96,G04103
233718445,276.0201,60.4897,10.7,G04103
233718999,276.3317,60.3678,11.0,G04103
233719052,276.4655,60.4792,8.07,G04103
233719053,276.44,60.479,9.46,G04103
233719679,276.2822,61.7097,10.66,G04133;G04103
233724023,276.6356,60.6187,9.29,G04103
233725157,276.751,61.3913,9.91,G04103
233729687,277.1176,60.4393,7.71,G04133;G04103
233734780,277.5295,61.5764,10.35,G04103
233735784,277.8143,60.2068,11.51,G04103
233736376,277.8394,61.3069,10.2,G04103
233740810,278.0402,61.6812,9.59,G04123;G04106;G04103
233747424,278.5611,60.5968,10.55,G04103
236774097,282.6374,54.4463,9.79,G04103
236774869,282.6337,55.4826,8.86,G04103
236776448,282.6077,57.963,11.25,G04103
236781705,283.1357,53.9049,11.75,G04103
236781874,283.1201,54.1497,10.16,G04103
236783882,283.105,56.8357,11.11,G04103
236784295,283.025,57.381,10.89,G04103
236785287,283.0601,58.9942,9.39,G04103
236787301,283.2278,57.5473,11.16,G04103
236787766,283.2945,56.8863,10.43,G04103
236813812,283.5882,57.9514,8.71,G04103
236813854,283.5167,58.0105,10.88,G04103
236815701,283.6447,58.874,9.7,G04103
236815784,283.6264,58.7351,7.3,G04103
236815891,283.7119,58.5731,9.86,G04103
236817738,283.7386,55.9143,10.18,G04103
237129044,277.673,52.9107,10.69,G04103
237130217,277.8195,52.9164,11.77,G04103
237156987,277.95,52.7036,8.9,G04103
243259503,286.5028,53.3282,9.18,G04103
243273969,288.1382,54.4957,10.85,G04103
243276111,288.3169,57.1322,9.67,G04103
243276290,288.294,57.3635,9.82,G04103
243278290,288.4919,59.6034,9.09,G04103
243278469,288.4499,59.3328,10.84,G04103
243278591,288.3562,59.156,10.59,G04103
243282495,288.4336,54.103,9.91,G04103
243282554,288.3623,54.0379,9.67,G04103
243284634,288.7166,56.1536,11.18,G04103
243284724,288.6463,56.2593,11.58,G04103
243297220,288.6726,59.7677,9.15,G04103
243300684,289.1732,55.6634,9.95,G04103
243301500,289.2084,54.7619,10.74,G04103
243301922,289.3231,54.2967,7.74,G04103
243302717,289.4623,54.3611,10.71,G04103
243303919,289.4111,55.6659,8.83,G04103
243313540,289.3904,56.4897,9.58,G04103
243318015,289.7296,57.384,10.04,G04103
243319320,289.6413,55.8695,10.36,G04103
243319542,289.6743,55.6249,10.38,G04103
243319897,289.6179,55.2108,11.04,G04103
243334051,289.8856,57.5575,9.25,G04103
243335062,289.9203,58.8504,10.74,G04103
243335197,289.8946,59.0239,10.32,G04103
243338429,290.0831,56.631,11.21,G04103
243349672,290.1564,54.2587,11.88,G04103
243351811,290.333,55.7229,7.85,G04103
243353903,290.2215,58.2241,9.46,G04103
243354243,290.2621,58.6723,10.46,G04103
243354868,290.3668,59.5057,8.7,G04103
243366361,290.5209,57.7013,10.0,G04103
258394269,297.5908,61.2093,6.22,G04103
26410478,291.2887,53.2171,9.63,G04103
26483194,291.7868,53.0136,9.58,G04103
26483649,291.7752,52.7993,8.39,G04123;G04106;G04103
26484014,291.8055,52.597,10.65,G04103
26485633,291.7937,51.8616,9.75,G04103
26544879,291.955,52.3359,10.69,G04103
266486681,296.4994,53.9928,10.68,G04103
266523365,296.5064,59.1513,8.42,G04103
26661429,292.5563,53.6964,9.07,G04103
267572084,284.2447,51.0799,10.47,G04103
267572701,284.271,51.7209,7.5,G04103
267576155,284.4839,52.0022,9.55,G04103
267674519,289.8629,52.6158,10.32,G04103
267743315,290.0302,53.5441,8.99,G04103
267744265,290.0328,52.6405,9.75,G04103
267744577,290.0674,52.3664,9.89,G04103
267745761,290.1374,51.293,10.02,G04103
267807877,293.2184,56.0394,8.58,G04103
26880066,293.3305,52.8173,9.48,G04103
26880069,293.2972,52.8182,9.86,G04103
26880929,293.4295,53.6003,10.34,G04103
26881559,293.523,53.6946,11.68,G04103
26966422,293.7861,51.3445,7.18,G04103
27003331,293.9544,52.6485,10.73,G04103
27079641,294.3033,52.3,7.68,G04103
27080055,294.2631,51.9658,8.84,G04103
27081151,294.2101,51.1963,10.64,G04103
27230001,294.7146,51.834,8.12,G04103
27310138,294.7638,51.1046,7.52,G04103
27314433,294.9285,53.4871,9.75,G04103
27453673,295.4329,51.4376,11.01,G04103
27534531,295.5686,51.2496,10.17,G04103
27539081,295.7851,53.3287,9.02,G04103
275578951,293.8537,58.6951,11.2,G04103
275578997,293.7151,58.6323,9.91,G04103
275690175,286.8662,61.6993,10.52,G04103
275691083,286.9153,60.2967,9.05,G04103
275691684,287.1183,60.48,11.3,G04103
275692574,286.9663,61.9025,9.84,G04103
27687995,295.9076,51.7696,10.66,G04103
27689342,295.9538,52.611,7.38,G04103
27693464,296.0444,52.3482,10.82,G04103
27843159,296.5262,51.6698,7.58,G04103
284357870,287.9436,59.5378,10.86,G04103
284362853,290.6785,54.3376,10.49,G04103
284364658,290.7514,56.2261,7.04,G04103
284451268,290.6877,56.9083,8.05,G04103
284462611,290.956,55.381,9.47,G04103
284558179,291.2707,55.6635,10.42,G04103
284559267,291.4007,54.5695,9.22,G04103
284559974,291.47,53.903,10.59,G04103
284563930,291.4703,58.1518,10.9,G04103;G04206
287062599,294.7765,54.1365,11.39,G04103
287062723,294.7736,54.1815,7.39,G04103
287065592,294.7554,55.4359,8.47,G04103
287131452,294.9858,59.8412,7.39,G04103
287134922,295.1326,56.2738,9.05,G04103
287190512,292.4822,54.0557,9.96,G04123;G04103
287191928,292.5881,55.4217,8.98,G04103
287195157,292.6586,58.8514,8.0,G04103
287198083,292.769,57.5713,11.11,G04103
287263745,292.9166,54.3138,9.7,G04103
293806141,295.8819,56.3724,9.87,G04103
293806469,295.9577,56.6765,10.44,G04103
293807888,295.8115,58.0163,5.75,G04103
293881726,295.9821,57.3187,9.14,G04103
298663873,277.9436,56.6506,8.57,G04195;G04231;G04171;G04242;G04039;G04103
298664029,277.9724,56.9622,11.03,G04103
298665056,277.9349,58.8876,10.43,G04103
298666243,278.3464,58.7679,9.34,G04103
298732064,278.4556,54.0715,10.35,G04103
298733254,278.5492,55.9477,10.87,G04103
298735128,278.5009,59.3608,10.42,G04103
298787492,287.7533,51.3622,7.93,G04103
298831417,287.8707,53.5331,10.75,G04103
298832319,287.9476,52.5861,10.94,G04103
298900790,288.2155,53.6661,10.94,G04103
298969976,288.5378,51.2804,11.09,G04103
299028948,288.6873,51.1451,8.83,G04103
299092530,288.9541,53.8749,10.4,G04103
299161160,289.1124,51.4094,8.4,G04103
299161720,289.1656,51.9227,11.14,G04103
299214156,289.248,53.0055,9.53,G04103
350735724,291.0947,53.3497,9.67,G04103
350815445,285.6428,51.0059,11.28,G04103
351287562,296.6185,53.1306,8.94,G04103
352175392,291.8972,59.3885,10.93,G04103
352233828,291.8907,54.7277,11.33,G04103
352234671,292.0125,53.9272,10.37,G04103
352302338,297.0483,57.5499,9.96,G04103
352302462,297.1624,57.4449,8.34,G04103
352304467,297.0262,55.7947,9.79,G04103
352369588,297.2773,56.9914,9.98,G04103
352370021,297.3018,57.3607,12.36,G04103
352370675,297.3779,57.9276,12.1,G04103
352373119,297.5767,59.4802,9.55,G04103
353732905,275.5911,59.1347,11.24,G04103
353733129,275.5993,59.3922,10.74,G04103
353734774,276.1672,58.6182,9.37,G04103
353781784,276.9627,54.6173,9.65,G04103
357129171,275.3632,58.8572,8.07,G04103
357129208,275.4862,58.9305,9.7,G04103
357685774,275.2672,59.1803,9.71,G04103
359496072,279.0695,54.9395,8.3,G04103
359496202,279.0806,55.1386,10.03,G04103
359497418,279.1688,57.056,9.59,G04171;G04103
359498432,279.0494,58.7526,11.21,G04103
359551900,279.3079,58.5399,8.69,G04103
359555709,279.6335,55.2456,7.18,G04103
359584313,279.7272,59.2954,9.06,G04103
359584899,279.6885,58.2734,10.93,G04103
359585329,279.8575,57.4912,9.2,G04103
359589189,279.9817,56.1912,9.48,G04103
359632996,280.2508,54.9261,7.79,G04103
359633572,280.2079,54.012,9.12,G04103
359675280,280.8066,56.8961,9.14,G04103
359675817,280.8243,57.8179,7.11,G04103
359675849,280.7075,57.8653,7.35,G04171;G04103
359677968,280.9397,57.9485,7.01,G04171;G04103
359677973,281.043,57.9396,11.11,G04103
359678171,280.9498,57.588,8.61,G04103
359679837,281.0422,54.8764,11.61,G04103
376977306,284.2317,58.7982,11.56,G04103
376978692,284.3688,56.8556,11.4,G04103
376980250,284.3875,54.8572,8.89,G04103
376990593,284.236,54.4973,8.7,G04103
376994662,284.4994,58.5923,10.88,G04103
376995032,284.4904,59.1427,10.9,G04103
376996854,284.698,57.7864,8.87,G04209;G04103
377048933,284.6956,55.1012,10.78,G04103
377054253,284.8237,59.4793,9.0,G04103
377055159,285.2033,59.0264,11.43,G04103
377098752,285.2016,57.8133,7.65,G04103
377100112,285.0417,55.9776,9.76,G04103
377103181,285.3297,55.5755,10.06,G04103
377105049,285.3368,58.0452,9.24,G04103
377105443,285.2449,58.6632,10.11,G04103
377190161,285.6751,58.7328,10.11,G04171;G04234;G04103
377193045,285.9211,56.9285,10.57,G04103
377193744,285.9208,55.9946,9.41,G04103
377194583,285.903,55.0005,10.24,G04103
377196660,286.175,55.3698,8.86,G04103
377196762,286.2067,55.4948,11.05,G04103
377197142,286.2209,55.97,9.05,G04103
377197688,286.1473,56.6227,11.78,G04103
377251685,286.1957,56.9603,9.83,G04103
377254737,286.4057,58.4899,11.73,G04103
377295633,286.8263,56.5959,8.17,G04103
377295915,286.807,56.2221,11.4,G04103
377307150,286.925,58.7907,10.31,G04103
377307906,286.9941,59.9364,11.29,G04103
377779675,285.7418,51.5896,8.75,G04103
377779731,285.8297,51.5141,8.67,G04123;G04106;G04103
383645613,278.8202,60.5286,9.46,G04103
383645680,278.8608,60.6697,8.79,G04103
383646396,278.8715,62.1274,10.02,G04103
383673767,279.0788,62.1529,8.08,G04103
389961131,276.6107,55.4358,11.55,G04103
389966007,276.9912,55.7883,8.78,G04171;G04103
389966066,277.0804,55.6741,7.4,G04103
389966274,277.0589,55.3098,10.92,G04103
389966443,277.0061,55.0433,9.38,G04103
389968314,277.3072,55.7642,10.34,G04103
390018486,277.5418,56.7225,11.05,G04103
390018812,277.5466,56.1575,8.85,G04103
390019441,277.4805,55.1454,10.34,G04103
390019903,277.4381,54.4335,9.81,G04103
390021250,277.6451,55.6057,11.23,G04103
390021532,277.6389,56.1073,11.02,G04103
390022843,277.7095,58.5595,9.46,G04103
390022875,277.8048,58.6233,10.89,G04103
392536812,280.4675,58.0563,11.22,G04171;G04103
392537270,280.3097,57.2744,11.34,G04103
392571044,280.6238,57.5548,9.82,G04103
399789881,278.1403,54.5739,10.94,G04103
399822885,286.6758,53.3254,11.48,G04103
399823408,286.7286,52.6238,10.22,G04103
399862465,286.7761,51.6576,7.84,G04103
399862558,286.8172,51.7756,9.22,G04103
399862736,286.8871,51.9863,9.81,G04103
399863436,286.9079,52.9131,9.96,G04103
399863609,286.8169,53.1365,8.31,G04103
399915786,287.1809,51.4102,10.71,G04103
399956993,287.5537,52.433,11.4,G04103
400405213,294.5346,60.9289,10.55,G04103
400405696,294.6656,61.462,11.19,G04103
400433709,295.4829,55.0247,9.62,G04103
405682025,285.9324,52.275,10.44,G04103
405714774,286.2275,53.3272,9.12,G04103
405715847,286.2252,52.0811,10.5,G04103
406927322,287.4072,58.2758,7.41,G04103
406946922,287.5277,54.9722,9.99,G04103
406947000,287.5822,54.89,10.09,G04103
406947337,287.6653,54.5197,10.5,G04103
406947380,287.6527,54.4762,8.22,G04103
406947543,287.5222,54.2724,9.73,G04103
406951876,290.2198,51.472,8.98,G04103
406953377,290.1938,53.0858,11.62,G04103
406998079,290.4163,51.9168,9.63,G04103
416194118,287.2084,59.8959,10.08,G04103
416279427,289.6964,52.4165,10.46,G04103
416401558,287.8397,58.3222,7.89,G04103
416401785,287.8908,58.051,10.69,G04103
417679315,290.9304,51.4432,9.59,G04103
417680797,290.9151,52.9224,9.14,G04103
417680998,290.9784,53.1142,9.98,G04103
421307045,288.8325,59.7019,8.65,G04103
421308357,288.8181,57.7606,10.36,G04195;G04231;G04039;G04103
421309668,288.7504,55.9638,8.44,G04103
421331258,288.8466,54.1779,10.04,G04103
421332276,288.9607,54.9649,7.54,G04103
421336530,296.8282,59.0468,10.26,G04103
421371125,296.8389,57.8685,10.04,G04103
424461577,279.7344,60.3981,10.15,G04171;G04103
424698455,294.2205,59.173,11.58,G04103
424699452,294.4784,59.4596,10.4,G04103
424699642,294.5072,59.1957,10.33,G04103
424702245,294.3276,56.4111,8.47,G04103
424719233,294.6303,54.6747,9.29,G04103
424719589,294.672,54.9748,5.45,G04103;G04171
424811824,292.2316,52.3657,10.89,G04103
424812173,292.2379,52.0622,9.95,G04103
424812814,292.2749,51.5069,10.59,G04103
424871513,292.4818,52.5789,8.32,G04103
424872964,292.4939,53.9742,7.87,G04103
424873168,295.1582,59.7112,9.13,G04103
424902441,295.1615,56.9084,10.96,G04103
424904922,295.2309,54.7907,10.99,G04103
467182409,291.66,57.6479,10.85,G04103
467183239,291.6942,56.6812,10.15,G04103
467214901,296.6627,57.82,9.05,G04103
467216423,296.587,59.2538,10.53,G04103
47519214,278.2,52.3958,7.41,G04103
47524394,278.3431,51.84,9.37,G04103
47578424,278.4384,53.2608,10.14,G04103
47578660,278.5084,52.8519,11.17,G04103
47624307,278.706,52.938,10.15,G04103
47624553,278.755,53.3593,9.07,G04103
47624788,278.6121,53.837,9.94,G04103
47625698,278.7788,52.5427,9.71,G04103
47669674,279.0486,53.3547,11.51,G04103
47727051,279.3635,53.1863,8.16,G04103
47727516,279.5828,53.8853,8.02,G04103
47757785,279.9844,51.0924,8.25,G04171;G04103
47762156,280.1517,50.8139,8.92,G04103
47818060,280.3631,53.8368,9.16,G04103
47874734,280.4771,52.5511,10.61,G04103
47876083,280.5926,53.1464,8.21,G04103
47876421,280.613,52.5875,9.05,G04103
47935311,280.9704,50.8941,10.19,G04103
48019797,281.5107,52.1281,10.22,G04103
48023214,281.6733,52.6212,10.21,G04103
48087951,282.1402,53.8545,11.12,G04103
48135956,282.3592,53.5884,10.11,G04103
48191552,282.6313,50.8965,8.58,G04103
48192966,282.6851,52.8491,8.56,G04103
48194330,282.8953,52.9766,4.79,G04103
48194883,282.7951,52.1643,10.77,G04103
48221666,283.0451,53.6338,9.18,G04103
48308540,283.4302,51.9184,11.41,G04103
48356677,283.7231,51.3088,7.42,G04171;G04209;G04103
48445416,284.5805,53.5204,9.6,G04103
48445688,284.6388,53.1173,9.78,G04103
48445689,284.6969,53.1168,9.48,G04103
48446880,284.6521,51.4669,10.62,G04103
48501941,284.9489,52.5626,9.78,G04103
48530426,285.1441,52.2729,8.37,G04103
48530850,285.2653,52.835,9.66,G04103
48531084,285.2478,53.1845,9.05,G04103
165471095,265.1222,59.2201,10.82,G04103
165498352,265.1972,56.8605,9.86,G04103
165502447,265.8659,58.4202,10.49,G04103
165526955,265.9119,56.2938,9.62,G04103
165526988,266.0311,56.1932,7.92,G04103
165528608,266.0831,55.7528,8.68,G04103
165528875,266.1395,56.3957,11.15,G04103
165529417,266.1991,57.6859,10.58,G04103
165548236,266.3622,54.7295,11.19,G04103
165549436,266.4889,56.0197,9.05,G04103
165549513,266.536,56.2194,9.77,G04103
165554680,267.0163,57.3549,10.41,G04103
188623839,258.477,51.7076,10.71,G04103
188623940,258.5277,52.0495,9.0,G04103
188625521,258.7682,50.6666,9.55,G04103
188633174,258.9566,53.2418,10.5,G04103
188633299,258.8582,53.6464,8.91,G04103
188634909,259.0828,49.3266,10.32,G04103
188639064,259.3436,49.9327,10.42,G04103
188640105,259.2602,53.2583,11.23,G04103
188665149,259.5689,53.6351,8.5,G04103
188665496,259.7938,53.1214,9.85,G04103
188665711,259.8907,52.4696,11.15,G04103
188667492,259.9873,48.3569,9.28,G04103
188668150,259.9261,50.1804,9.24,G04123;G04103
188691333,260.2476,50.0778,8.86,G04103
188692003,260.1426,48.1888,5.91,G04103
188692055,260.2005,48.0542,8.74,G04103
188693622,260.3386,52.1117,9.87,G04103
188726820,260.7824,48.432,10.6,G04103
188727514,260.6581,50.3906,9.5,G04103
188729003,260.9379,53.0771,9.72,G04103
188729400,260.8891,51.923,10.36,G04103
188766154,261.1449,49.8254,10.89,G04103
188766385,261.1084,50.4248,7.2,G04103
